i,j,ssim,dhash,phash,bucket,path_a,path_b,sequence_a,sequence_b,split_a,split_b,label_a,label_b,frame_a,frame_b
166,1243,0.966464281912473,0,0,same_sequence_cross_split,testing/flip/0038_000000026.jpg,training/flip/0038_000000027.jpg,flip__0038,flip__0038,testing,training,flip,flip,26,27
381,2144,0.9664390379421172,0,0,same_sequence_cross_split,testing/notflip/0023_000000030.jpg,training/notflip/0023_000000027.jpg,notflip__0023,notflip__0023,testing,training,notflip,notflip,30,27
2362,2363,0.96636843194585,1,2,same_sequence_same_split,training/notflip/0033_000000013.jpg,training/notflip/0033_000000014.jpg,notflip__0033,notflip__0033,training,training,notflip,notflip,13,14
296,1789,0.9663560385928829,2,0,same_sequence_cross_split,testing/notflip/0002_000000006.jpg,training/notflip/0002_000000009.jpg,notflip__0002,notflip__0002,testing,training,notflip,notflip,6,9
2157,2159,0.9663429707147101,0,4,same_sequence_same_split,training/notflip/0024_000000016.jpg,training/notflip/0024_000000018.jpg,notflip__0024,notflip__0024,training,training,notflip,notflip,16,18
2626,2631,0.9663310769342682,1,2,same_sequence_same_split,training/notflip/0044_000000015.jpg,training/notflip/0044_000000020.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,15,20
344,1964,0.9663207097915073,0,2,same_sequence_cross_split,testing/notflip/0009_000000015.jpg,training/notflip/0009_000000016.jpg,notflip__0009,notflip__0009,testing,training,notflip,notflip,15,16
1817,1819,0.9662937211638374,1,0,same_sequence_same_split,training/notflip/0003_000000013.jpg,training/notflip/0003_000000015.jpg,notflip__0003,notflip__0003,training,training,notflip,notflip,13,15
473,2457,0.966265527025123,0,4,same_sequence_cross_split,testing/notflip/0037_000000010.jpg,training/notflip/0037_000000012.jpg,notflip__0037,notflip__0037,testing,training,notflip,notflip,10,12
1075,1076,0.9662606268818728,0,2,same_sequence_same_split,training/flip/0028_000000002.jpg,training/flip/0028_000000003.jpg,flip__0028,flip__0028,training,training,flip,flip,2,3
443,2352,0.9662498643097885,1,0,same_sequence_cross_split,testing/notflip/0032_000000029.jpg,training/notflip/0032_000000028.jpg,notflip__0032,notflip__0032,testing,training,notflip,notflip,29,28
525,2639,0.9662407754086207,1,0,same_sequence_cross_split,testing/notflip/0044_000000027.jpg,training/notflip/0044_000000029.jpg,notflip__0044,notflip__0044,testing,training,notflip,notflip,27,29
364,365,0.9662345639707465,3,0,same_sequence_same_split,testing/notflip/0019_000000002.jpg,testing/notflip/0019_000000004.jpg,notflip__0019,notflip__0019,testing,testing,notflip,notflip,2,4
552,2749,0.9661365912825013,1,0,same_sequence_cross_split,testing/notflip/0049_000000018.jpg,training/notflip/0049_000000015.jpg,notflip__0049,notflip__0049,testing,training,notflip,notflip,18,15
2561,2563,0.9661362295153176,0,2,same_sequence_same_split,training/notflip/0041_000000032.jpg,training/notflip/0041_000000035.jpg,notflip__0041,notflip__0041,training,training,notflip,notflip,32,35
545,2728,0.9661284643624154,0,2,same_sequence_cross_split,testing/notflip/0048_000000015.jpg,training/notflip/0048_000000018.jpg,notflip__0048,notflip__0048,testing,training,notflip,notflip,15,18
2749,2753,0.9661101270143182,0,0,same_sequence_same_split,training/notflip/0049_000000015.jpg,training/notflip/0049_000000020.jpg,notflip__0049,notflip__0049,training,training,notflip,notflip,15,20
545,2724,0.9660816391568111,1,0,same_sequence_cross_split,testing/notflip/0048_000000015.jpg,training/notflip/0048_000000013.jpg,notflip__0048,notflip__0048,testing,training,notflip,notflip,15,13
2420,2422,0.9660388416267571,3,2,same_sequence_same_split,training/notflip/0035_000000023.jpg,training/notflip/0035_000000025.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,23,25
509,2555,0.9660344648104578,1,0,same_sequence_cross_split,testing/notflip/0041_000000028.jpg,training/notflip/0041_000000025.jpg,notflip__0041,notflip__0041,testing,training,notflip,notflip,28,25
2951,2952,0.9660144349763519,0,2,same_sequence_same_split,training/notflip/0057_000000014.jpg,training/notflip/0057_000000015.jpg,notflip__0057,notflip__0057,training,training,notflip,notflip,14,15
411,2239,0.965969618334779,2,0,same_sequence_cross_split,testing/notflip/0028_000000004.jpg,training/notflip/0028_000000003.jpg,notflip__0028,notflip__0028,testing,training,notflip,notflip,4,3
478,479,0.965863675134,1,0,same_sequence_same_split,testing/notflip/0037_000000025.jpg,testing/notflip/0037_000000028.jpg,notflip__0037,notflip__0037,testing,testing,notflip,notflip,25,28
580,2926,0.9658570526893301,2,0,same_sequence_cross_split,testing/notflip/0056_000000011.jpg,training/notflip/0056_000000012.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,11,12
2057,2058,0.965843716461288,3,2,same_sequence_same_split,training/notflip/0016_000000004.jpg,training/notflip/0016_000000005.jpg,notflip__0016,notflip__0016,training,training,notflip,notflip,4,5
2782,2786,0.965842599201064,0,0,same_sequence_same_split,training/notflip/0050_000000024.jpg,training/notflip/0050_000000028.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,24,28
2655,2658,0.9658303729521478,3,0,same_sequence_same_split,training/notflip/0045_000000020.jpg,training/notflip/0045_000000024.jpg,notflip__0045,notflip__0045,training,training,notflip,notflip,20,24
1794,1799,0.9658259521236519,2,0,same_sequence_same_split,training/notflip/0002_000000016.jpg,training/notflip/0002_000000021.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,16,21
546,2729,0.9658055950401818,4,0,same_sequence_cross_split,testing/notflip/0048_000000025.jpg,training/notflip/0048_000000019.jpg,notflip__0048,notflip__0048,testing,training,notflip,notflip,25,19
185,1316,0.9658029410538264,2,2,same_sequence_cross_split,testing/flip/0042_000000004.jpg,training/flip/0042_000000003.jpg,flip__0042,flip__0042,testing,training,flip,flip,4,3
2710,2711,0.9657904039673548,0,0,same_sequence_same_split,training/notflip/0047_000000028.jpg,training/notflip/0047_000000030.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,28,30
1320,1321,0.9657267794303879,0,2,same_sequence_same_split,training/flip/0042_000000009.jpg,training/flip/0042_000000010.jpg,flip__0042,flip__0042,training,training,flip,flip,9,10
2104,2107,0.965718325821815,2,2,same_sequence_same_split,training/notflip/0020_000000008.jpg,training/notflip/0020_000000012.jpg,notflip__0020,notflip__0020,training,training,notflip,notflip,8,12
1795,1798,0.9656828535434175,1,0,same_sequence_same_split,training/notflip/0002_000000017.jpg,training/notflip/0002_000000020.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,17,20
451,2375,0.9656819261349248,3,2,same_sequence_cross_split,testing/notflip/0033_000000027.jpg,training/notflip/0033_000000030.jpg,notflip__0033,notflip__0033,testing,training,notflip,notflip,27,30
2418,2419,0.9656674574979578,1,2,same_sequence_same_split,training/notflip/0035_000000021.jpg,training/notflip/0035_000000022.jpg,notflip__0035,notflip__0035,training,training,notflip,notflip,21,22
568,569,0.9656591674546656,1,0,same_sequence_same_split,testing/notflip/0053_000000016.jpg,testing/notflip/0053_000000017.jpg,notflip__0053,notflip__0053,testing,testing,notflip,notflip,16,17
2700,2703,0.9656589625927676,2,2,same_sequence_same_split,training/notflip/0047_000000016.jpg,training/notflip/0047_000000019.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,16,19
18,690,0.9656487788475013,2,0,same_sequence_cross_split,testing/flip/0006_000000001.jpg,training/flip/0006_000000004.jpg,flip__0006,flip__0006,testing,training,flip,flip,1,4
1852,1856,0.9656364928254756,2,0,same_sequence_same_split,training/notflip/0004_000000030.jpg,training/notflip/0004_000000034.jpg,notflip__0004,notflip__0004,training,training,notflip,notflip,30,34
2163,2164,0.9656159863457867,0,0,same_sequence_same_split,training/notflip/0024_000000027.jpg,training/notflip/0024_000000028.jpg,notflip__0024,notflip__0024,training,training,notflip,notflip,27,28
2699,2704,0.9656036230213331,2,2,same_sequence_same_split,training/notflip/0047_000000015.jpg,training/notflip/0047_000000020.jpg,notflip__0047,notflip__0047,training,training,notflip,notflip,15,20
2776,2778,0.9655939268440545,1,2,same_sequence_same_split,training/notflip/0050_000000018.jpg,training/notflip/0050_000000020.jpg,notflip__0050,notflip__0050,training,training,notflip,notflip,18,20
2253,2254,0.9655937635854951,3,2,same_sequence_same_split,training/notflip/0028_000000018.jpg,training/notflip/0028_000000019.jpg,notflip__0028,notflip__0028,training,training,notflip,notflip,18,19
1697,1698,0.9655881836833654,3,0,same_sequence_same_split,training/flip/0062_000000007.jpg,training/flip/0062_000000008.jpg,flip__0062,flip__0062,training,training,flip,flip,7,8
509,2559,0.9655720438960607,1,0,same_sequence_cross_split,testing/notflip/0041_000000028.jpg,training/notflip/0041_000000030.jpg,notflip__0041,notflip__0041,testing,training,notflip,notflip,28,30
2400,2401,0.9655033609480361,2,0,same_sequence_same_split,training/notflip/0034_000000028.jpg,training/notflip/0034_000000029.jpg,notflip__0034,notflip__0034,training,training,notflip,notflip,28,29
20,693,0.9654872220715877,1,0,same_sequence_cross_split,testing/flip/0006_000000008.jpg,training/flip/0006_000000009.jpg,flip__0006,flip__0006,testing,training,flip,flip,8,9
2807,2808,0.9654777995399555,1,0,same_sequence_same_split,training/notflip/0051_000000022.jpg,training/notflip/0051_000000023.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,22,23
2794,2795,0.9654619930358379,1,0,same_sequence_same_split,training/notflip/0051_000000008.jpg,training/notflip/0051_000000009.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,8,9
1740,1741,0.9654282321183901,2,0,same_sequence_same_split,training/flip/0065_000000007.jpg,training/flip/0065_000000008.jpg,flip__0065,flip__0065,training,training,flip,flip,7,8
272,273,0.9654261873762368,1,2,same_sequence_same_split,testing/flip/0062_000000003.jpg,testing/flip/0062_000000006.jpg,flip__0062,flip__0062,testing,testing,flip,flip,3,6
2631,2635,0.9654254642783039,1,2,same_sequence_same_split,training/notflip/0044_000000020.jpg,training/notflip/0044_000000024.jpg,notflip__0044,notflip__0044,training,training,notflip,notflip,20,24
2439,2440,0.9653978008920081,2,2,same_sequence_same_split,training/notflip/0036_000000015.jpg,training/notflip/0036_000000016.jpg,notflip__0036,notflip__0036,training,training,notflip,notflip,15,16
490,2515,0.9653852075489643,0,2,same_sequence_cross_split,testing/notflip/0039_000000026.jpg,training/notflip/0039_000000027.jpg,notflip__0039,notflip__0039,testing,training,notflip,notflip,26,27
596,2981,0.965374633683264,0,0,same_sequence_cross_split,testing/notflip/0058_000000025.jpg,training/notflip/0058_000000022.jpg,notflip__0058,notflip__0058,testing,training,notflip,notflip,25,22
2365,2368,0.9653655507251204,2,4,same_sequence_same_split,training/notflip/0033_000000017.jpg,training/notflip/0033_000000021.jpg,notflip__0033,notflip__0033,training,training,notflip,notflip,17,21
547,2728,0.9653598016302267,4,0,same_sequence_cross_split,testing/notflip/0048_000000026.jpg,training/notflip/0048_000000018.jpg,notflip__0048,notflip__0048,testing,training,notflip,notflip,26,18
584,2936,0.9653470887776708,0,0,same_sequence_cross_split,testing/notflip/0056_000000027.jpg,training/notflip/0056_000000025.jpg,notflip__0056,notflip__0056,testing,training,notflip,notflip,27,25
2103,2106,0.9653441822277647,3,2,same_sequence_same_split,training/notflip/0020_000000007.jpg,training/notflip/0020_000000011.jpg,notflip__0020,notflip__0020,training,training,notflip,notflip,7,11
2671,2672,0.965331128590669,1,2,same_sequence_same_split,training/notflip/0046_000000013.jpg,training/notflip/0046_000000014.jpg,notflip__0046,notflip__0046,training,training,notflip,notflip,13,14
2799,2800,0.9653217746399442,2,0,same_sequence_same_split,training/notflip/0051_000000014.jpg,training/notflip/0051_000000015.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,14,15
1886,1887,0.9653013846392987,1,0,same_sequence_same_split,training/notflip/0006_000000004.jpg,training/notflip/0006_000000005.jpg,notflip__0006,notflip__0006,training,training,notflip,notflip,4,5
507,508,0.9653009517411618,1,0,same_sequence_same_split,testing/notflip/0041_000000021.jpg,testing/notflip/0041_000000022.jpg,notflip__0041,notflip__0041,testing,testing,notflip,notflip,21,22
2143,2145,0.9652878585692435,1,0,same_sequence_same_split,training/notflip/0023_000000026.jpg,training/notflip/0023_000000028.jpg,notflip__0023,notflip__0023,training,training,notflip,notflip,26,28
2316,2318,0.9652762062220117,2,2,same_sequence_same_split,training/notflip/0031_000000012.jpg,training/notflip/0031_000000014.jpg,notflip__0031,notflip__0031,training,training,notflip,notflip,12,14
2801,2803,0.9651947174045077,3,0,same_sequence_same_split,training/notflip/0051_000000016.jpg,training/notflip/0051_000000018.jpg,notflip__0051,notflip__0051,training,training,notflip,notflip,16,18
2151,2153,0.9651783954700991,1,0,same_sequence_same_split,training/notflip/0024_000000010.jpg,training/notflip/0024_000000012.jpg,notflip__0024,notflip__0024,training,training,notflip,notflip,10,12
2216,2219,0.9651741453338726,2,0,same_sequence_same_split,training/notflip/0027_000000005.jpg,training/notflip/0027_000000008.jpg,notflip__0027,notflip__0027,training,training,notflip,notflip,5,8
1319,1320,0.9651553788856915,1,0,same_sequence_same_split,training/flip/0042_000000008.jpg,training/flip/0042_000000009.jpg,flip__0042,flip__0042,training,training,flip,flip,8,9
383,385,0.9651356524841667,3,0,same_sequence_same_split,testing/notflip/0024_000000004.jpg,testing/notflip/0024_000000007.jpg,notflip__0024,notflip__0024,testing,testing,notflip,notflip,4,7
19,691,0.9651065894655291,2,0,same_sequence_cross_split,testing/flip/0006_000000006.jpg,training/flip/0006_000000005.jpg,flip__0006,flip__0006,testing,training,flip,flip,6,5
508,2554,0.9650954736642547,1,0,same_sequence_cross_split,testing/notflip/0041_000000022.jpg,training/notflip/0041_000000024.jpg,notflip__0041,notflip__0041,testing,training,notflip,notflip,22,24
1133,1134,0.9650847943306954,1,2,same_sequence_same_split,training/flip/0030_000000024.jpg,training/flip/0030_000000025.jpg,flip__0030,flip__0030,training,training,flip,flip,24,25
499,500,0.9650564236853436,1,0,same_sequence_same_split,testing/notflip/0040_000000017.jpg,testing/notflip/0040_000000018.jpg,notflip__0040,notflip__0040,testing,testing,notflip,notflip,17,18
2466,2469,0.9650191080568292,1,0,same_sequence_same_split,training/notflip/0037_000000026.jpg,training/notflip/0037_000000030.jpg,notflip__0037,notflip__0037,training,training,notflip,notflip,26,30
2270,2271,0.9650172973409703,1,4,same_sequence_same_split,training/notflip/0029_000000010.jpg,training/notflip/0029_000000011.jpg,notflip__0029,notflip__0029,training,training,notflip,notflip,10,11
186,1318,0.9650009957858297,2,0,same_sequence_cross_split,testing/flip/0042_000000006.jpg,training/flip/0042_000000007.jpg,flip__0042,flip__0042,testing,training,flip,flip,6,7
2184,2187,0.964992896059453,0,2,same_sequence_same_split,training/notflip/0025_000000024.jpg,training/notflip/0025_000000028.jpg,notflip__0025,notflip__0025,training,training,notflip,notflip,24,28
476,2461,0.964980960081053,1,0,same_sequence_cross_split,testing/notflip/0037_000000018.jpg,training/notflip/0037_000000020.jpg,notflip__0037,notflip__0037,testing,training,notflip,notflip,18,20
344,1963,0.9649732828552341,0,0,same_sequence_cross_split,testing/notflip/0009_000000015.jpg,training/notflip/0009_000000014.jpg,notflip__0009,notflip__0009,testing,training,notflip,notflip,15,14
1804,1805,0.964968393351731,1,0,same_sequence_same_split,training/notflip/0002_000000029.jpg,training/notflip/0002_000000030.jpg,notflip__0002,notflip__0002,training,training,notflip,notflip,29,30
